bg_key,cell_line,score,type
PANC-1__OE1,PANC-1,0.99781823,generated
PANC-1__WT3,PANC-1,0.9961022,generated
PANC-1__OE3,PANC-1,0.9978739,generated
PANC-1__WT3,PANC-1,0.9855062,generated
Hela__KO1,Hela,0.9998621,generated
Hela__WT2,Hela,0.99414045,generated
PANC-1__WT2,PANC-1,0.9973381,generated
Hela__WT1,Hela,0.99984825,generated
PANC-1__WT3,PANC-1,0.99914086,generated
Hela__KO1,Hela,0.99988854,generated
PANC-1__WT3,PANC-1,0.99897707,generated
PANC-1__OE3,PANC-1,0.9952022,generated
PANC-1__WT2,PANC-1,0.99955684,generated
PANC-1__WT2,PANC-1,0.9677908,generated
PANC-1__WT1,PANC-1,0.9981236,generated
PANC-1__WT2,PANC-1,0.9845446,generated
Hela__KO3,Hela,0.992343,generated
PANC-1__WT1,PANC-1,0.9983028,generated
Hela__WT3,Hela,0.9985324,generated
Hela__KO2,Hela,0.9980293,generated
PANC-1__OE2,PANC-1,0.999658,generated
Hela__KO2,Hela,0.9982407,generated
PANC-1__OE1,PANC-1,0.9969056,generated
PANC-1__OE3,PANC-1,0.99972874,generated
PANC-1__WT3,PANC-1,0.98692864,generated
PANC-1__WT1,PANC-1,0.99946123,generated
Hela__WT3,Hela,0.9996414,generated
PANC-1__WT2,PANC-1,0.99622065,generated
Hela__KO1,Hela,0.99782604,generated
PANC-1__OE1,PANC-1,0.9931076,generated
PANC-1__WT3,PANC-1,0.999818,generated
PANC-1__OE2,PANC-1,0.99673426,generated
PANC-1__WT2,PANC-1,0.99772054,generated
PANC-1__OE1,PANC-1,0.9993678,generated
PANC-1__OE1,PANC-1,0.9899149,generated
PANC-1__WT1,PANC-1,0.9991831,generated
PANC-1__OE1,PANC-1,0.9994791,generated
PANC-1__WT1,PANC-1,0.991331,generated
PANC-1__WT3,PANC-1,0.9968652,generated
PANC-1__WT3,PANC-1,0.99899894,generated
PANC-1__OE1,PANC-1,0.99976736,generated
Hela__KO1,Hela,0.9994616,generated
PANC-1__OE3,PANC-1,0.9927273,generated
PANC-1__OE3,PANC-1,0.99923944,generated
PANC-1__OE1,PANC-1,0.9989919,generated
PANC-1__OE3,PANC-1,0.9993449,generated
PANC-1__OE2,PANC-1,0.998408,generated
Hela__KO1,Hela,0.99861276,generated
PANC-1__OE3,PANC-1,0.9981558,generated
PANC-1__OE2,PANC-1,0.9997514,generated
Hela__KO2,Hela,0.99973875,generated
PANC-1__WT3,PANC-1,0.9943311,generated
PANC-1__OE1,PANC-1,0.99590814,generated
PANC-1__OE2,PANC-1,0.9996265,generated
Hela__WT3,Hela,0.9991585,generated
PANC-1__OE3,PANC-1,0.9977132,generated
Hela__WT1,Hela,0.9990896,generated
Hela__KO1,Hela,0.99983335,generated
Hela__KO3,Hela,0.99979466,generated
PANC-1__OE3,PANC-1,0.9994289,generated
Hela__KO2,Hela,0.99978715,generated
Hela__KO1,Hela,0.99985147,generated
PANC-1__OE2,PANC-1,0.9990398,generated
Hela__KO1,Hela,0.9991722,generated
Hela__KO3,Hela,0.9997769,generated
PANC-1__WT3,PANC-1,0.9850419,generated
Hela__WT2,Hela,0.99981743,generated
Hela__KO3,Hela,0.9988097,generated
PANC-1__OE3,PANC-1,0.9993529,generated
Hela__KO1,Hela,0.9998228,generated
Hela__KO2,Hela,0.9997892,generated
Hela__KO3,Hela,0.99533457,generated
Hela__WT1,Hela,0.99960047,generated
PANC-1__WT1,PANC-1,0.9929341,generated
Hela__WT2,Hela,0.99974805,generated
PANC-1__WT3,PANC-1,0.9921967,generated
PANC-1__WT2,PANC-1,0.9993969,generated
PANC-1__OE2,PANC-1,0.99965024,generated
Hela__KO1,Hela,0.9996039,generated
PANC-1__WT2,PANC-1,0.9996488,generated
PANC-1__OE3,PANC-1,0.99593925,generated
PANC-1__OE3,PANC-1,0.9966539,generated
Hela__WT1,Hela,0.9936428,generated
PANC-1__OE2,PANC-1,0.998078,generated
Hela__KO2,Hela,0.9996966,generated
Hela__KO1,Hela,0.9997147,generated
Hela__WT2,Hela,0.99939907,generated
PANC-1__WT1,PANC-1,0.9904046,generated
Hela__KO2,Hela,0.99970895,generated
Hela__KO3,Hela,0.9999281,generated
PANC-1__WT1,PANC-1,0.9763392,generated
Hela__WT2,Hela,0.99985576,generated
Hela__WT2,Hela,0.99984264,generated
Hela__WT3,Hela,0.9992786,generated
Hela__KO2,Hela,0.9993474,generated
PANC-1__WT2,PANC-1,0.9879502,generated
Hela__KO3,Hela,0.99989057,generated
PANC-1__WT1,PANC-1,0.9991985,generated
PANC-1__WT3,PANC-1,0.99875975,generated
PANC-1__OE1,PANC-1,0.99968064,generated
PANC-1__OE1,PANC-1,0.9997303,generated
PANC-1__OE2,PANC-1,0.996183,generated
PANC-1__OE3,PANC-1,0.9889264,generated
PANC-1__OE1,PANC-1,0.9975158,generated
Hela__KO2,Hela,0.99977094,generated
PANC-1__WT3,PANC-1,0.9441182,generated
PANC-1__WT3,PANC-1,0.9980269,generated
Hela__WT1,Hela,0.99967194,generated
Hela__KO2,Hela,0.9999194,generated
Hela__WT2,Hela,0.9999292,generated
Hela__WT3,Hela,0.9970758,generated
PANC-1__OE2,PANC-1,0.9987488,generated
PANC-1__WT2,PANC-1,0.9988192,generated
Hela__WT1,Hela,0.9996499,generated
Hela__WT3,Hela,0.999718,generated
Hela__KO2,Hela,0.9999716,generated
PANC-1__OE1,PANC-1,0.984979,generated
Hela__WT2,Hela,0.99827754,generated
Hela__WT3,Hela,0.9999304,generated
PANC-1__WT2,PANC-1,0.99157023,generated
PANC-1__WT3,PANC-1,0.9978137,generated
PANC-1__WT2,PANC-1,0.9973701,generated
Hela__WT3,Hela,0.9996636,generated
Hela__KO2,Hela,0.99995613,generated
PANC-1__WT2,PANC-1,0.9995602,generated
PANC-1__OE1,PANC-1,0.9996853,generated
PANC-1__WT2,PANC-1,0.9973775,generated
Hela__KO2,Hela,0.9857056,generated
PANC-1__WT3,PANC-1,0.99941957,generated
Hela__KO1,Hela,0.9995696,generated
PANC-1__OE3,PANC-1,0.9987708,generated
PANC-1__WT2,PANC-1,0.99958354,generated
Hela__WT1,Hela,0.99987614,generated
PANC-1__OE3,PANC-1,0.99906904,generated
PANC-1__WT2,PANC-1,0.9883801,generated
Hela__WT1,Hela,0.99942684,generated
PANC-1__OE1,PANC-1,0.99965584,generated
Hela__KO3,Hela,0.99977666,generated
PANC-1__WT3,PANC-1,0.9988821,generated
Hela__KO2,Hela,0.99958307,generated
PANC-1__WT3,PANC-1,0.9849172,generated
PANC-1__WT3,PANC-1,0.99946934,generated
Hela__WT2,Hela,0.9999012,generated
Hela__KO1,Hela,0.9976634,generated
Hela__WT1,Hela,0.99693954,generated
PANC-1__WT1,PANC-1,0.9965062,generated
PANC-1__OE3,PANC-1,0.997678,generated
Hela__KO3,Hela,0.9999658,generated
PANC-1__WT1,PANC-1,0.9986914,generated
PANC-1__OE1,PANC-1,0.9971813,generated
Hela__KO2,Hela,0.9997009,generated
Hela__KO2,Hela,0.9978567,generated
PANC-1__WT2,PANC-1,0.9846555,generated
PANC-1__OE1,PANC-1,0.99518085,generated
Hela__KO1,Hela,0.9937152,generated
Hela__KO3,Hela,0.99966,generated
Hela__KO3,Hela,0.9999486,generated
PANC-1__OE2,PANC-1,0.9996432,generated
Hela__WT2,Hela,0.99945647,generated
PANC-1__OE3,PANC-1,0.99973804,generated
Hela__WT3,Hela,0.999281,generated
Hela__KO2,Hela,0.9999267,generated
PANC-1__OE3,PANC-1,0.98991627,generated
Hela__WT2,Hela,0.9998816,generated
PANC-1__OE1,PANC-1,0.99951696,generated
PANC-1__OE1,PANC-1,0.9974879,generated
PANC-1__OE1,PANC-1,0.9946601,generated
PANC-1__OE3,PANC-1,0.9985526,generated
PANC-1__WT2,PANC-1,0.9905007,generated
PANC-1__OE1,PANC-1,0.9901906,generated
Hela__WT2,Hela,0.9999374,generated
PANC-1__WT3,PANC-1,0.99986637,generated
Hela__WT3,Hela,0.9996878,generated
PANC-1__OE2,PANC-1,0.9994941,generated
PANC-1__OE1,PANC-1,0.99980706,generated
PANC-1__WT2,PANC-1,0.99281466,generated
PANC-1__WT3,PANC-1,0.9997009,generated
PANC-1__WT2,PANC-1,0.9980141,generated
PANC-1__OE3,PANC-1,0.9387775,generated
PANC-1__OE2,PANC-1,0.99223655,generated
PANC-1__OE2,PANC-1,0.99992883,generated
PANC-1__WT1,PANC-1,0.9963856,generated
Hela__KO3,Hela,0.9997954,generated
PANC-1__OE2,PANC-1,0.9995957,generated
PANC-1__OE1,PANC-1,0.9975943,generated
Hela__KO3,Hela,0.99981385,generated
Hela__KO2,Hela,0.9991153,generated
Hela__KO3,Hela,0.9998191,generated
Hela__WT2,Hela,0.9999342,generated
PANC-1__OE1,PANC-1,0.9999049,generated
Hela__WT1,Hela,0.9997737,generated
PANC-1__WT3,PANC-1,0.9992778,generated
PANC-1__OE2,PANC-1,0.9986518,generated
Hela__KO1,Hela,0.9999758,generated
Hela__KO2,Hela,0.99953055,generated
Hela__KO3,Hela,0.9997738,generated
Hela__KO2,Hela,0.9999194,generated
PANC-1__OE2,PANC-1,0.9994491,generated
Hela__KO3,Hela,0.99923813,generated
PANC-1__WT1,PANC-1,0.9982101,generated
PANC-1__OE1,PANC-1,0.99957794,generated
PANC-1__WT2,PANC-1,0.99550074,generated
PANC-1__WT1,PANC-1,0.9987255,generated
Hela__WT2,Hela,0.99985254,generated
Hela__KO1,Hela,0.99991524,generated
PANC-1__OE1,PANC-1,0.9991555,generated
Hela__KO3,Hela,0.99996173,generated
PANC-1__OE2,PANC-1,0.9998055,generated
Hela__WT1,Hela,0.99989617,generated
PANC-1__OE2,PANC-1,0.99972206,generated
Hela__WT2,Hela,0.99978656,generated
Hela__KO1,Hela,0.99933857,generated
PANC-1__WT2,PANC-1,0.9830662,generated
PANC-1__OE1,PANC-1,0.9944623,generated
Hela__WT1,Hela,0.9988675,generated
Hela__WT2,Hela,0.99978274,generated
Hela__WT2,Hela,0.9985923,generated
Hela__WT3,Hela,0.9999659,generated
Hela__KO2,Hela,0.99785846,generated
PANC-1__WT1,PANC-1,0.99657565,generated
Hela__WT1,Hela,0.9991794,generated
PANC-1__WT1,PANC-1,0.999506,generated
PANC-1__WT3,PANC-1,0.99735296,generated
PANC-1__WT2,PANC-1,0.99555737,generated
PANC-1__OE3,PANC-1,0.9998312,generated
Hela__KO2,Hela,0.9991247,generated
PANC-1__OE1,PANC-1,0.99987864,generated
Hela__KO3,Hela,0.9999045,generated
Hela__WT3,Hela,0.99968195,generated
Hela__WT2,Hela,0.99902594,generated
Hela__WT2,Hela,0.99803764,generated
PANC-1__WT3,PANC-1,0.99949944,generated
PANC-1__OE1,PANC-1,0.98640347,generated
Hela__KO3,Hela,0.99710816,generated
PANC-1__WT1,PANC-1,0.9988444,generated
PANC-1__OE1,PANC-1,0.99956375,generated
Hela__KO3,Hela,0.99993515,generated
PANC-1__OE2,PANC-1,0.9963308,generated
PANC-1__OE2,PANC-1,0.9993948,generated
PANC-1__OE1,PANC-1,0.9994586,generated
Hela__KO3,Hela,0.99918014,generated
Hela__KO3,Hela,0.99940264,generated
Hela__WT3,Hela,0.9986506,generated
Hela__WT1,Hela,0.99937135,generated
Hela__WT2,Hela,0.9998895,generated
Hela__KO2,Hela,0.9997402,generated
Hela__KO3,Hela,0.99994934,generated
Hela__KO3,Hela,0.99986935,generated
Hela__KO2,Hela,0.99645317,generated
Hela__WT2,Hela,0.99995196,generated
Hela__KO2,Hela,0.9997404,generated
Hela__WT3,Hela,0.9998275,generated
Hela__WT2,Hela,0.99738914,generated
PANC-1__OE2,PANC-1,0.9948027,generated
Hela__WT3,Hela,0.99892384,generated
Hela__WT2,Hela,0.999126,generated
Hela__WT2,Hela,0.99973816,generated
PANC-1__OE1,PANC-1,0.99917185,generated
PANC-1__OE2,PANC-1,0.99915457,generated
PANC-1__OE3,PANC-1,0.9995498,generated
Hela__KO3,Hela,0.998973,generated
Hela__KO2,Hela,0.9993759,generated
Hela__KO1,Hela,0.9996307,generated
Hela__WT3,Hela,0.9990392,generated
PANC-1__OE3,PANC-1,0.9665875,generated
Hela__KO1,Hela,0.9988575,generated
PANC-1__WT2,PANC-1,0.99561274,generated
Hela__WT1,Hela,0.99992967,generated
Hela__WT3,Hela,0.9997775,generated
Hela__WT2,Hela,0.9964218,generated
PANC-1__OE3,PANC-1,0.9994481,generated
PANC-1__WT2,PANC-1,0.99818915,generated
PANC-1__OE2,PANC-1,0.9247733,generated
Hela__WT1,Hela,0.9989666,generated
Hela__KO2,Hela,0.9997583,generated
Hela__KO2,Hela,0.99973446,generated
PANC-1__OE1,PANC-1,0.99941266,generated
PANC-1__OE1,PANC-1,0.995928,generated
Hela__KO2,Hela,0.9957579,generated
Hela__KO3,Hela,0.999508,generated
Hela__WT3,Hela,0.9998196,generated
PANC-1__OE3,PANC-1,0.99878496,generated
Hela__KO2,Hela,0.99984574,generated
Hela__WT2,Hela,0.9991032,generated
PANC-1__WT3,PANC-1,0.9995264,generated
Hela__WT1,Hela,0.99940383,generated
PANC-1__WT1,PANC-1,0.9998535,generated
Hela__WT1,Hela,0.99644464,generated
PANC-1__OE2,PANC-1,0.99704415,generated
Hela__WT1,Hela,0.99937063,generated
PANC-1__OE1,PANC-1,0.9974528,generated
PANC-1__WT3,PANC-1,0.9688965,generated
PANC-1__OE1,PANC-1,0.9951379,generated
PANC-1__WT3,PANC-1,0.99927646,generated
Hela__KO1,Hela,0.9991221,generated
PANC-1__WT3,PANC-1,0.99932075,generated
PANC-1__OE2,PANC-1,0.9978255,generated
PANC-1__OE2,PANC-1,0.9924656,generated
Hela__WT1,Hela,0.99991584,generated
Hela__KO3,Hela,0.99970764,generated
PANC-1__WT1,PANC-1,0.9949162,generated
Hela__KO1,Hela,0.9992724,generated
Hela__WT3,Hela,0.99992824,generated
PANC-1__OE3,PANC-1,0.9995086,generated
Hela__KO2,Hela,0.9985121,generated
Hela__KO2,Hela,0.9991721,generated
Hela__WT1,Hela,0.9975319,generated
PANC-1__OE1,PANC-1,0.9990626,generated
Hela__KO3,Hela,0.99992895,generated
PANC-1__WT1,PANC-1,0.99939394,generated
Hela__KO2,Hela,0.99896014,generated
PANC-1__WT1,PANC-1,0.99633247,generated
PANC-1__WT3,PANC-1,0.992353,generated
Hela__KO3,Hela,0.9998627,generated
PANC-1__OE1,PANC-1,0.98587924,generated
PANC-1__WT2,PANC-1,0.99993,generated
Hela__WT2,Hela,0.99965477,generated
PANC-1__WT1,PANC-1,0.99842024,generated
Hela__WT3,Hela,0.99970347,generated
PANC-1__OE3,PANC-1,0.9993575,generated
Hela__WT2,Hela,0.9997627,generated
Hela__KO3,Hela,0.99977034,generated
Hela__KO1,Hela,0.9998863,generated
Hela__WT3,Hela,0.9996007,generated
Hela__KO2,Hela,0.99958986,generated
Hela__KO3,Hela,0.99995124,generated
PANC-1__OE1,PANC-1,0.999514,generated
PANC-1__OE2,PANC-1,0.99907315,generated
PANC-1__OE1,PANC-1,0.99973935,generated
PANC-1__WT2,PANC-1,0.99991,generated
PANC-1__OE2,PANC-1,0.99951506,generated
PANC-1__WT1,PANC-1,0.9977852,generated
Hela__KO3,Hela,0.9996927,generated
PANC-1__WT2,PANC-1,0.9990546,generated
Hela__KO3,Hela,0.9996624,generated
PANC-1__WT1,PANC-1,0.9759246,generated
PANC-1__OE1,PANC-1,0.9984256,generated
PANC-1__WT1,PANC-1,0.9990408,generated
Hela__WT1,Hela,0.99869907,generated
Hela__WT3,Hela,0.9999337,generated
PANC-1__WT3,PANC-1,0.9938793,generated
PANC-1__WT3,PANC-1,0.99895227,generated
PANC-1__WT2,PANC-1,0.99909544,generated
PANC-1__WT2,PANC-1,0.99574125,generated
Hela__KO2,Hela,0.9993316,generated
PANC-1__OE1,PANC-1,0.99908626,generated
PANC-1__WT2,PANC-1,0.9998499,generated
PANC-1__OE2,PANC-1,0.99931324,generated
PANC-1__OE2,PANC-1,0.999358,generated
Hela__WT3,Hela,0.9990268,generated
Hela__KO1,Hela,0.99965703,generated
Hela__WT3,Hela,0.9987783,generated
PANC-1__WT3,PANC-1,0.9992748,generated
PANC-1__OE3,PANC-1,0.99964356,generated
PANC-1__OE1,PANC-1,0.9997168,generated
PANC-1__WT3,PANC-1,0.99899226,generated
PANC-1__WT3,PANC-1,0.99662244,generated
PANC-1__WT1,PANC-1,0.99513406,generated
Hela__KO1,Hela,0.9997266,generated
PANC-1__OE2,PANC-1,0.99825364,generated
Hela__KO1,Hela,0.9993082,generated
Hela__KO2,Hela,0.99987924,generated
Hela__KO1,Hela,0.99982965,generated
Hela__KO1,Hela,0.99997044,generated
Hela__KO1,Hela,0.9999161,generated
PANC-1__WT1,PANC-1,0.9987651,generated
PANC-1__WT3,PANC-1,0.9966534,generated
Hela__KO2,Hela,0.9997414,generated
Hela__WT3,Hela,0.99918026,generated
PANC-1__OE2,PANC-1,0.99915683,generated
Hela__KO2,Hela,0.999653,generated
PANC-1__OE1,PANC-1,0.99927074,generated
Hela__KO3,Hela,0.9998148,generated
Hela__WT3,Hela,0.99919945,generated
Hela__WT3,Hela,0.9998381,generated
PANC-1__OE2,PANC-1,0.99948573,generated
PANC-1__OE2,PANC-1,0.99723035,generated
PANC-1__WT1,PANC-1,0.9995616,generated
PANC-1__WT1,PANC-1,0.9969896,generated
Hela__WT1,Hela,0.9995654,generated
Hela__WT3,Hela,0.9998845,generated
PANC-1__WT3,PANC-1,0.9989436,generated
Hela__KO3,Hela,0.9999385,generated
PANC-1__OE2,PANC-1,0.99943095,generated
PANC-1__WT3,PANC-1,0.9912656,generated
PANC-1__OE3,PANC-1,0.9936435,generated
PANC-1__OE3,PANC-1,0.99847573,generated
Hela__WT1,Hela,0.99973243,generated
PANC-1__WT2,PANC-1,0.99915457,generated
PANC-1__OE3,PANC-1,0.9986565,generated
PANC-1__OE2,PANC-1,0.9980925,generated
Hela__WT3,Hela,0.9994881,generated
PANC-1__OE2,PANC-1,0.99656445,generated
PANC-1__OE3,PANC-1,0.9875567,generated
PANC-1__WT3,PANC-1,0.9991116,generated
Hela__WT2,Hela,0.99993587,generated
Hela__KO3,Hela,0.9997912,generated
PANC-1__OE3,PANC-1,0.9978042,generated
Hela__KO3,Hela,0.9992243,generated
PANC-1__WT3,PANC-1,0.9991536,generated
Hela__KO1,Hela,0.9877122,generated
PANC-1__OE1,PANC-1,0.9997265,generated
PANC-1__WT2,PANC-1,0.9984218,generated
PANC-1__WT1,PANC-1,0.99511826,generated
Hela__WT2,Hela,0.9999541,generated
Hela__WT1,Hela,0.9995852,generated
PANC-1__WT1,PANC-1,0.99837625,generated
PANC-1__OE2,PANC-1,0.9992599,generated
PANC-1__OE1,PANC-1,0.96277624,generated
PANC-1__OE3,PANC-1,0.9982363,generated
Hela__WT1,Hela,0.99840635,generated
PANC-1__WT2,PANC-1,0.99008113,generated
Hela__KO2,Hela,0.9999672,generated
Hela__WT1,Hela,0.99960166,generated
Hela__KO2,Hela,0.99979323,generated
Hela__KO2,Hela,0.9997254,generated
Hela__WT1,Hela,0.99988616,generated
Hela__WT3,Hela,0.9999434,generated
PANC-1__OE3,PANC-1,0.9992531,generated
PANC-1__OE3,PANC-1,0.99889624,generated
PANC-1__WT3,PANC-1,0.99921477,generated
Hela__KO3,Hela,0.98794824,generated
PANC-1__OE2,PANC-1,0.99581933,generated
PANC-1__WT2,PANC-1,0.99315226,generated
Hela__KO1,Hela,0.9997254,generated
Hela__KO3,Hela,0.99985456,generated
Hela__WT1,Hela,0.9998423,generated
Hela__KO2,Hela,0.99943346,generated
Hela__WT2,Hela,0.9993942,generated
Hela__WT2,Hela,0.99920756,generated
Hela__WT3,Hela,0.9999391,generated
PANC-1__WT3,PANC-1,0.9997055,generated
PANC-1__WT1,PANC-1,0.9990201,generated
Hela__KO2,Hela,0.9996118,generated
Hela__WT3,Hela,0.9998714,generated
PANC-1__OE1,PANC-1,0.9986985,generated
Hela__KO2,Hela,0.9995246,generated
Hela__KO3,Hela,0.9983968,generated
Hela__WT2,Hela,0.9996673,generated
Hela__WT2,Hela,0.99960154,generated
Hela__KO1,Hela,0.99851304,generated
Hela__WT1,Hela,0.9994784,generated
Hela__KO3,Hela,0.99972826,generated
PANC-1__WT3,PANC-1,0.9971215,generated
Hela__KO1,Hela,0.999795,generated
Hela__WT2,Hela,0.99960285,generated
PANC-1__WT1,PANC-1,0.99995506,generated
Hela__KO1,Hela,0.9995022,generated
PANC-1__WT3,PANC-1,0.9982931,generated
PANC-1__WT1,PANC-1,0.99690753,generated
Hela__WT2,Hela,0.9996525,generated
Hela__WT2,Hela,0.99981314,generated
Hela__WT2,Hela,0.9919029,generated
PANC-1__OE1,PANC-1,0.9989605,generated
PANC-1__OE1,PANC-1,0.9987551,generated
Hela__WT3,Hela,0.99745625,generated
PANC-1__WT1,PANC-1,0.98232734,generated
PANC-1__OE2,PANC-1,0.9986526,generated
Hela__KO2,Hela,0.9989643,generated
Hela__WT2,Hela,0.9990465,generated
PANC-1__WT1,PANC-1,0.96630716,generated
Hela__KO1,Hela,0.99833244,generated
Hela__KO3,Hela,0.99987435,generated
Hela__WT3,Hela,0.9988632,generated
Hela__WT2,Hela,0.9990816,generated
PANC-1__WT2,PANC-1,0.9751428,generated
Hela__WT2,Hela,0.9999198,generated
Hela__KO1,Hela,0.99715877,generated
PANC-1__OE1,PANC-1,0.99954706,generated
PANC-1__OE3,PANC-1,0.9998704,generated
PANC-1__WT1,PANC-1,0.99988973,generated
PANC-1__WT2,PANC-1,0.9921929,generated
PANC-1__OE2,PANC-1,0.999819,generated
Hela__KO2,Hela,0.9980039,generated
PANC-1__OE2,PANC-1,0.99956125,generated
PANC-1__OE2,PANC-1,0.9935261,generated
Hela__WT3,Hela,0.999938,generated
PANC-1__WT1,PANC-1,0.9857552,generated
PANC-1__WT1,PANC-1,0.9996227,generated
PANC-1__OE2,PANC-1,0.99837446,generated
PANC-1__OE2,PANC-1,0.9703837,generated
PANC-1__WT2,PANC-1,0.9805367,generated
Hela__KO1,Hela,0.9988794,generated
Hela__WT3,Hela,0.9997383,generated
Hela__WT2,Hela,0.99866104,generated
PANC-1__WT3,PANC-1,0.9896554,generated
Hela__KO2,Hela,0.9994981,generated
Hela__KO1,Hela,0.999915,generated
PANC-1__OE2,PANC-1,0.9998932,generated
PANC-1__OE2,PANC-1,0.99971,generated
PANC-1__OE1,PANC-1,0.99941707,generated
PANC-1__OE1,PANC-1,0.99947256,generated
Hela__WT1,Hela,0.9993838,generated
Hela__KO1,Hela,0.9997414,generated
Hela__KO1,Hela,0.9994822,generated
PANC-1__OE3,PANC-1,0.97554684,generated
PANC-1__WT2,PANC-1,0.9823909,generated
Hela__WT2,Hela,0.9997334,generated
Hela__KO2,Hela,0.9998889,generated
PANC-1__OE2,PANC-1,0.9995284,generated
Hela__WT3,Hela,0.9992855,generated
Hela__KO1,Hela,0.9951401,generated
PANC-1__WT2,PANC-1,0.9942629,generated
Hela__WT1,Hela,0.99873096,generated
Hela__KO2,Hela,0.99600166,generated
Hela__WT3,Hela,0.9973193,generated
Hela__WT1,Hela,0.99991035,generated
Hela__WT3,Hela,0.99903035,generated
PANC-1__OE3,PANC-1,0.9955598,generated
Hela__WT3,Hela,0.9997192,generated
Hela__KO2,Hela,0.99981076,generated
PANC-1__OE2,PANC-1,0.99992204,generated
PANC-1__OE3,PANC-1,0.9851,generated
Hela__KO1,Hela,0.99703646,generated
PANC-1__WT3,PANC-1,0.99975663,generated
PANC-1__WT2,PANC-1,0.9982293,generated
Hela__KO1,Hela,0.99986315,generated
PANC-1__WT2,PANC-1,0.9962519,generated
PANC-1__OE3,PANC-1,0.99968934,generated
Hela__KO1,Hela,0.99985385,generated
PANC-1__OE1,PANC-1,0.96151227,generated
PANC-1__OE1,PANC-1,0.99976414,generated
Hela__KO3,Hela,0.9997063,generated
Hela__WT3,Hela,0.9996954,generated
Hela__KO3,Hela,0.9999219,generated
Hela__KO2,Hela,0.99981886,generated
Hela__KO3,Hela,0.9950258,generated
PANC-1__WT2,PANC-1,0.9926905,generated
Hela__KO2,Hela,0.9984276,generated
Hela__WT3,Hela,0.99995255,generated
PANC-1__WT2,PANC-1,0.9996624,generated
Hela__WT2,Hela,0.99846196,generated
Hela__KO2,Hela,0.9997905,generated
Hela__WT2,Hela,0.99960846,generated
Hela__WT1,Hela,0.9996605,generated
Hela__WT3,Hela,0.9999758,generated
PANC-1__OE2,PANC-1,0.99169934,generated
PANC-1__WT2,PANC-1,0.9894013,generated
PANC-1__WT2,PANC-1,0.99583673,generated
Hela__WT1,Hela,0.9991886,generated
PANC-1__OE3,PANC-1,0.9937795,generated
Hela__WT1,Hela,0.9998011,generated
PANC-1__WT2,PANC-1,0.99869424,generated
PANC-1__WT3,PANC-1,0.9999274,generated
PANC-1__OE3,PANC-1,0.9859488,generated
Hela__KO2,Hela,0.99690706,generated
Hela__WT1,Hela,0.99963033,generated
PANC-1__WT2,PANC-1,0.9979006,generated
PANC-1__WT1,PANC-1,0.98695403,generated
Hela__KO3,Hela,0.999796,generated
Hela__WT1,Hela,0.9980977,generated
PANC-1__OE2,PANC-1,0.9981975,generated
Hela__KO2,Hela,0.999869,generated
PANC-1__OE1,PANC-1,0.9975587,generated
Hela__WT1,Hela,0.9998311,generated
PANC-1__OE1,PANC-1,0.9994623,generated
Hela__WT1,Hela,0.99958926,generated
PANC-1__WT1,PANC-1,0.9997682,generated
Hela__WT1,Hela,0.999814,generated
PANC-1__WT3,PANC-1,0.9989812,generated
PANC-1__WT3,PANC-1,0.9964587,generated
Hela__KO1,Hela,0.9988637,generated
